""	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"	"locus_tag"	"geneID"	"feature"	"start"	"end"	"strand"	"seqname"	"product"	"note"	"dbxref"
"Tery_4579"	417	1314	986	398	1104	727	755	"   114.36"	"   202.13"	"   180.67"	"   131.13"	"   200.52"	"   130.24"	"   212.82"	" 6.85"	" 7.67"	" 7.51"	" 7.05"	" 7.65"	" 7.04"	" 7.74"	"Tery_4579"	"gene4623"	"CDS"	7044737	7045030	"-"	"CP000393.1"	"aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C"	"TIGRFAM: glutamyl-tRNA(Gln) amidotransferase%2C C subunit~PFAM: Glu-tRNAGln amidotransferase%2C C subunit~KEGG: ana:asl3192 glutamyl-tRNA (Gln) amidotransferase subunit C"	"InterPro:IPR003837,NCBI_GP:ABG53555.1"
"Tery_4580"	115	364	279	141	208	491	204	"    31.54"	"    55.99"	"    51.12"	"    46.45"	"    37.78"	"    87.96"	"    57.50"	" 5.02"	" 5.83"	" 5.70"	" 5.57"	" 5.28"	" 6.48"	" 5.87"	"Tery_4580"	"gene4624"	"CDS"	7045073	7045621	"-"	"CP000393.1"	"Tetratricopeptide TPR_2"	"PFAM: TPR repeat Tetratricopeptide TPR_2~SMART: Tetratricopeptide region~KEGG: tel:tll1525 photosystem I assembly related protein"	"InterPro:IPR001440,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG53556.1"
"Tery_4581"	5	11	4	3	7	2	5	"     1.37"	"     1.69"	"     0.73"	"     0.99"	"     1.27"	"     0.36"	"     1.41"	" 1.25"	" 1.43"	" 0.79"	" 0.99"	" 1.18"	" 0.44"	" 1.27"	"Tery_4581"	"gene4625"	"CDS"	7046404	7046562	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG53557.1"
"Tery_4582"	26	39	44	16	21	50	27	"     7.13"	"     6.00"	"     8.06"	"     5.27"	"     3.81"	"     8.96"	"     7.61"	" 3.02"	" 2.81"	" 3.18"	" 2.65"	" 2.27"	" 3.32"	" 3.11"	"Tery_4582"	"gene4626"	"CDS"	7047902	7048252	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG53558.1"
"Tery_4583"	40	104	103	39	71	74	55	"    10.97"	"    16.00"	"    18.87"	"    12.85"	"    12.90"	"    13.26"	"    15.50"	" 3.58"	" 4.09"	" 4.31"	" 3.79"	" 3.80"	" 3.83"	" 4.04"	"Tery_4583"	"gene4627"	"CDS"	7048898	7049746	"+"	"CP000393.1"	"Male sterility-like"	"PFAM: NAD-dependent epimerase/dehydratase NmrA-like Male sterility-like~KEGG: ath:At4g31530 expressed protein"	"InterPro:IPR001509,InterPro:IPR008030,InterPro:IPR013120,NCBI_GP:ABG53559.1"
"Tery_4584"	163	280	261	108	213	296	174	"    44.70"	"    43.07"	"    47.82"	"    35.58"	"    38.69"	"    53.03"	"    49.05"	" 5.51"	" 5.46"	" 5.61"	" 5.19"	" 5.31"	" 5.76"	" 5.65"	"Tery_4584"	"gene4628"	"CDS"	7050474	7051247	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: mca:MCA2834 hypothetical protein"	"NCBI_GP:ABG53560.1"
"Tery_4585"	321	540	434	334	598	561	356	"    88.03"	"    83.07"	"    79.52"	"   110.04"	"   108.61"	"   100.50"	"   100.35"	" 6.48"	" 6.39"	" 6.33"	" 6.79"	" 6.78"	" 6.67"	" 6.66"	"Tery_4585"	"gene4629"	"CDS"	7051997	7054231	"-"	"CP000393.1"	"adenylate/guanylate cyclase"	"PFAM: adenylyl cyclase class-3/4/guanylyl cyclase CHASE2~KEGG: syn:sll0646 guanylate cyclase"	"InterPro:IPR001054,InterPro:IPR007890,NCBI_GP:ABG53561.1"
"Tery_4586"	877	1831	1543	797	1464	1596	946	"   240.52"	"   281.66"	"   282.73"	"   262.59"	"   265.90"	"   285.91"	"   266.66"	" 7.92"	" 8.14"	" 8.15"	" 8.04"	" 8.06"	" 8.16"	" 8.06"	"Tery_4586"	"gene4630"	"CDS"	7054347	7055096	"-"	"CP000393.1"	"protein of unknown function DUF928"	"PFAM: protein of unknown function DUF928~KEGG: ana:all1119 hypothetical protein"	"InterPro:IPR010328,NCBI_GP:ABG53562.1"
"Tery_4587"	96	176	133	93	174	175	78	"    26.33"	"    27.07"	"    24.37"	"    30.64"	"    31.60"	"    31.35"	"    21.99"	" 4.77"	" 4.81"	" 4.67"	" 4.98"	" 5.03"	" 5.02"	" 4.52"	"Tery_4587"	"gene4631"	"CDS"	7056295	7056792	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_4011 hypothetical protein"	"NCBI_GP:ABG53563.1"
"Tery_4588"	559	1029	864	649	1136	870	672	"   153.31"	"   158.29"	"   158.31"	"   213.82"	"   206.33"	"   155.85"	"   189.43"	" 7.27"	" 7.32"	" 7.32"	" 7.75"	" 7.70"	" 7.29"	" 7.57"	"Tery_4588"	"gene4632"	"CDS"	7057924	7058847	"-"	"CP000393.1"	"glycosyl transferase%2C family 2"	"PFAM: glycosyl transferase%2C family 2~KEGG: ava:Ava_0300 glycosyl transferase%2C family 2"	"InterPro:IPR001173,NCBI_GP:ABG53564.1"
"Tery_4589"	715	1509	1006	715	1379	1356	851	"   196.09"	"   232.13"	"   184.33"	"   235.57"	"   250.47"	"   242.92"	"   239.88"	" 7.62"	" 7.86"	" 7.53"	" 7.89"	" 7.97"	" 7.93"	" 7.91"	"Tery_4589"	"gene4633"	"CDS"	7058865	7059953	"-"	"CP000393.1"	"Phospho-N-acetylmuramoyl-pentapeptide-transferase"	"KEGG: ana:all4316 phospho-N-acetylmuramoyl-pentapeptide-transferas e~TIGRFAM: phospho-N-acetylmuramoyl-pentapeptide-transferase~PFAM: glycosyl transferase%2C family 4"	"InterPro:IPR000715,InterPro:IPR003524,NCBI_GP:ABG53565.1"
"Tery_4590"	743	1779	1229	678	990	1867	933	"   203.77"	"   273.66"	"   225.19"	"   223.38"	"   179.81"	"   334.46"	"   263.00"	" 7.68"	" 8.10"	" 7.82"	" 7.81"	" 7.50"	" 8.39"	" 8.04"	"Tery_4590"	"gene4634"	"CDS"	7060053	7061093	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: ddi:DDB0188026 hypothetical protein"	"NCBI_GP:ABG53566.1"
"Tery_4591"	334	620	547	258	614	444	400	"    91.60"	"    95.37"	"   100.23"	"    85.00"	"   111.52"	"    79.54"	"   112.75"	" 6.53"	" 6.59"	" 6.66"	" 6.43"	" 6.81"	" 6.33"	" 6.83"	"Tery_4591"	"gene4635"	"CDS"	7062580	7063164	"+"	"CP000393.1"	"PAP fibrillin"	"PFAM: PAP fibrillin~KEGG: ana:alr4318 fibrillin"	"InterPro:IPR006843,NCBI_GP:ABG53567.1"
"Tery_4592"	239	465	303	195	464	305	207	"    65.55"	"    71.53"	"    55.52"	"    64.25"	"    84.28"	"    54.64"	"    58.35"	" 6.06"	" 6.18"	" 5.82"	" 6.03"	" 6.41"	" 5.80"	" 5.89"	"Tery_4592"	"gene4636"	"CDS"	7063624	7064181	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: ava:Ava_2366 hypothetical protein"	"NCBI_GP:ABG53568.1"
"Tery_4593"	3047	7667	6170	2968	4710	8194	3873	"   835.64"	"  1179.41"	"  1130.54"	"   977.86"	"   855.47"	"  1467.88"	"  1091.74"	" 9.71"	"10.21"	"10.14"	" 9.93"	" 9.74"	"10.52"	"10.09"	"Tery_4593"	"gene4637"	"CDS"	7064571	7065665	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_2365 hypothetical protein"	"NCBI_GP:ABG53569.1"
"Tery_4594"	1820	2980	2806	2310	3839	4518	2302	"   499.14"	"   458.41"	"   514.15"	"   761.07"	"   697.27"	"   809.36"	"   648.90"	" 8.97"	" 8.84"	" 9.01"	" 9.57"	" 9.45"	" 9.66"	" 9.34"	"Tery_4594"	"gene4638"	"CDS"	7066918	7068804	"+"	"CP000393.1"	"FtsH peptidase homologue%2C chloroplast. Metallo peptidase. MEROPS family M41"	"KEGG: ava:Ava_3190 peptidase M41%2C FtsH~TIGRFAM: ATP-dependent metalloprotease FtsH~PFAM: peptidase M41  AAA ATPase%2C central region peptidase M41%2C FtsH extracellulaR ATPase associated with various cellular activities%2C AAA_5~SMART: ATPase"	"InterPro:IPR000642,InterPro:IPR003593,InterPro:IPR003959,InterPro:IPR003960,InterPro:IPR005936,InterPro:IPR006025,InterPro:IPR011546,InterPro:IPR011704,NCBI_GP:ABG53570.1"
"Tery_4595"	9	17	31	13	16	12	7	"     2.47"	"     2.62"	"     5.68"	"     4.28"	"     2.91"	"     2.15"	"     1.97"	" 1.79"	" 1.85"	" 2.74"	" 2.40"	" 1.97"	" 1.66"	" 1.57"	"Tery_4595"	"gene4639"	"CDS"	7069101	7069475	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG53571.1"
"Tery_4596"	3	17	8	6	4	7	10	"     0.82"	"     2.62"	"     1.47"	"     1.98"	"     0.73"	"     1.25"	"     2.82"	" 0.87"	" 1.85"	" 1.30"	" 1.57"	" 0.79"	" 1.17"	" 1.93"	"Tery_4596"	"gene4640"	"CDS"	7069463	7069717	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG53572.1"
"Tery_4597"	6	7	13	7	5	1	5	"     1.65"	"     1.08"	"     2.38"	"     2.31"	"     0.91"	"     0.18"	"     1.41"	" 1.40"	" 1.05"	" 1.76"	" 1.73"	" 0.93"	" 0.24"	" 1.27"	"Tery_4597"	"gene4641"	"CDS"	7069729	7070079	"-"	"CP000393.1"	"type II DNA modification methyltransferase"	"KEGG: son:SOA0004 type II DNA modification methyltransferase"	"NCBI_GP:ABG53573.1"
"Tery_4598"	43	82	69	38	61	60	51	"    11.79"	"    12.61"	"    12.64"	"    12.52"	"    11.08"	"    10.75"	"    14.38"	" 3.68"	" 3.77"	" 3.77"	" 3.76"	" 3.59"	" 3.55"	" 3.94"	"Tery_4598"	"gene4642"	"CDS"	7070386	7071636	"-"	"CP000393.1"	"Type I restriction-modification system methyltransferase subunit-like"	"KEGG: son:SOA0004 type II DNA modification methyltransferase"	"InterPro:IPR000051,InterPro:IPR002052,InterPro:IPR002296,NCBI_GP:ABG53574.1"
"Tery_4599"	232	502	390	199	328	520	284	"    63.63"	"    77.22"	"    71.46"	"    65.56"	"    59.57"	"    93.15"	"    80.06"	" 6.01"	" 6.29"	" 6.18"	" 6.06"	" 5.92"	" 6.56"	" 6.34"	"Tery_4599"	"gene4643"	"CDS"	7072002	7073312	"+"	"CP000393.1"	"aminopeptidase P. Metallo peptidase. MEROPS family M24B"	"PFAM: peptidase M24  peptidase M24B%2C X-Pro dipeptidase/aminopeptidase-like~KEGG: ava:Ava_2777 peptidase M24B%2C X-Pro dipeptidase/aminopeptidase-like"	"InterPro:IPR000994,InterPro:IPR001714,InterPro:IPR007865,NCBI_GP:ABG53575.1"
"Tery_4601"	52	106	83	49	68	87	61	"    14.26"	"    16.31"	"    15.21"	"    16.14"	"    12.35"	"    15.59"	"    17.20"	" 3.93"	" 4.11"	" 4.02"	" 4.10"	" 3.74"	" 4.05"	" 4.19"	"Tery_4601"	"gene4645"	"CDS"	7078761	7079630	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:all1228 hypothetical protein"	"NCBI_GP:ABG53576.1"
"Tery_4602"	1215	2993	1992	844	2220	2201	1132	"   333.21"	"   460.41"	"   365.00"	"   278.07"	"   403.21"	"   394.29"	"   319.09"	" 8.38"	" 8.85"	" 8.52"	" 8.12"	" 8.66"	" 8.63"	" 8.32"	"Tery_4602"	"gene4646"	"CDS"	7079991	7080179	"+"	"CP000393.1"	"SSU ribosomal protein S21P"	"PFAM: ribosomal protein S21~KEGG: ava:Ava_4643 ribosomal protein S21"	"InterPro:IPR001911,NCBI_GP:ABG53577.1"
"Tery_4603"	206	382	367	166	315	276	232	"    56.50"	"    58.76"	"    67.25"	"    54.69"	"    57.21"	"    49.44"	"    65.40"	" 5.85"	" 5.90"	" 6.09"	" 5.80"	" 5.86"	" 5.66"	" 6.05"	"Tery_4603"	"gene4647"	"CDS"	7080766	7081446	"+"	"CP000393.1"	"deoxyribose-phosphate aldolase"	"KEGG: ava:Ava_0730 deoxyribose-phosphate aldolase~TIGRFAM: deoxyribose-phosphate aldolase~PFAM: deoxyribose-phosphate aldolase/phospho-2-dehydro-3-deoxyheptonate aldolase"	"InterPro:IPR002915,InterPro:IPR003009,InterPro:IPR011343,NCBI_GP:ABG53578.1"
"Tery_4604"	253	450	456	242	445	374	280	"    69.39"	"    69.22"	"    83.55"	"    79.73"	"    80.82"	"    67.00"	"    78.93"	" 6.14"	" 6.13"	" 6.40"	" 6.34"	" 6.35"	" 6.09"	" 6.32"	"Tery_4604"	"gene4648"	"CDS"	7082009	7082875	"+"	"CP000393.1"	"DNA replication and repair protein RecO"	"TIGRFAM: DNA repair protein RecO~PFAM: Recombination protein O%2C RecO~KEGG: ana:alr4175 DNA repair protein RecO (recombination protein O)"	"InterPro:IPR003717,NCBI_GP:ABG53579.1"
"Tery_4605"	383	573	473	352	521	719	300	"   105.04"	"    88.14"	"    86.67"	"   115.97"	"    94.63"	"   128.80"	"    84.57"	" 6.73"	" 6.48"	" 6.45"	" 6.87"	" 6.58"	" 7.02"	" 6.42"	"Tery_4605"	"gene4649"	"CDS"	7082862	7084250	"+"	"CP000393.1"	"major facilitator superfamily MFS_1"	"PFAM: major facilitator superfamily MFS_1~KEGG: ana:alr4176 hypothetical protein"	"InterPro:IPR011701,NCBI_GP:ABG53580.1"
"Tery_4606"	53	65	87	25	66	83	79	"    14.54"	"    10.00"	"    15.94"	"     8.24"	"    11.99"	"    14.87"	"    22.27"	" 3.96"	" 3.46"	" 4.08"	" 3.21"	" 3.70"	" 3.99"	" 4.54"	"Tery_4606"	"gene4650"	"CDS"	7084547	7084669	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: ava:Ava_B0228 cobalamin synthesis protein/P47K"	"NCBI_GP:ABG53581.1"
"Tery_4608"	1254	1884	1809	964	1473	2124	1181	"   343.91"	"   289.81"	"   331.47"	"   317.61"	"   267.54"	"   380.50"	"   332.91"	" 8.43"	" 8.18"	" 8.38"	" 8.32"	" 8.07"	" 8.58"	" 8.38"	"Tery_4608"	"gene4652"	"CDS"	7085314	7086315	"-"	"CP000393.1"	"porphobilinogen synthase"	"PFAM: delta-aminolevulinic acid dehydratase~KEGG: ava:Ava_1946 delta-aminolevulinic acid dehydratase"	"InterPro:IPR001731,NCBI_GP:ABG53582.1"
"Tery_4609"	64	103	90	40	67	83	64	"    17.55"	"    15.84"	"    16.49"	"    13.18"	"    12.17"	"    14.87"	"    18.04"	" 4.21"	" 4.07"	" 4.13"	" 3.83"	" 3.72"	" 3.99"	" 4.25"	"Tery_4609"	"gene4653"	"CDS"	7086641	7087372	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_B0234 hypothetical protein"	"NCBI_GP:ABG53583.1"
"Tery_4610"	105	215	157	73	147	109	88	"    28.80"	"    33.07"	"    28.77"	"    24.05"	"    26.70"	"    19.53"	"    24.81"	" 4.90"	" 5.09"	" 4.90"	" 4.65"	" 4.79"	" 4.36"	" 4.69"	"Tery_4610"	"gene4654"	"CDS"	7087590	7087889	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG53584.1"
"Tery_4611"	262	437	295	183	181	512	222	"    71.85"	"    67.22"	"    54.05"	"    60.29"	"    32.87"	"    91.72"	"    62.58"	" 6.19"	" 6.09"	" 5.78"	" 5.94"	" 5.08"	" 6.53"	" 5.99"	"Tery_4611"	"gene4655"	"CDS"	7088372	7089187	"-"	"CP000393.1"	"metallophosphoesterase"	"PFAM: metallophosphoesterase~KEGG: ana:alr1198 hypothetical protein"	"InterPro:IPR004843,InterPro:IPR006186,NCBI_GP:ABG53585.1"
"Tery_4612"	77	191	140	53	96	155	96	"    21.12"	"    29.38"	"    25.65"	"    17.46"	"    17.44"	"    27.77"	"    27.06"	" 4.47"	" 4.93"	" 4.74"	" 4.21"	" 4.20"	" 4.85"	" 4.81"	"Tery_4612"	"gene4656"	"CDS"	7089184	7089957	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:alr1197 unknown protein"	"NCBI_GP:ABG53586.1"
"Tery_4613"	45	94	182	58	141	70	100	"    12.34"	"    14.46"	"    33.35"	"    19.11"	"    25.61"	"    12.54"	"    28.19"	" 3.74"	" 3.95"	" 5.10"	" 4.33"	" 4.73"	" 3.76"	" 4.87"	"Tery_4613"	"gene4657"	"CDS"	7089972	7091165	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:all4724 hypothetical protein"	"InterPro:IPR013027,NCBI_GP:ABG53587.1"
"Tery_4615"	643	1292	947	511	1102	926	578	"   176.34"	"   198.75"	"   173.52"	"   168.36"	"   200.15"	"   165.88"	"   162.93"	" 7.47"	" 7.64"	" 7.45"	" 7.40"	" 7.65"	" 7.38"	" 7.36"	"Tery_4615"	"gene4659"	"CDS"	7093356	7094504	"+"	"CP000393.1"	"glycosyl transferase%2C group 1"	"PFAM: glycosyl transferase%2C group 1~KEGG: ava:Ava_0727 glycosyl transferase%2C group 1"	"InterPro:IPR001296,NCBI_GP:ABG53588.1"
"Tery_4616"	4179	8408	7542	5781	11636	8878	4754	"  1146.09"	"  1293.39"	"  1381.94"	"  1904.65"	"  2113.42"	"  1590.41"	"  1340.08"	"10.16"	"10.34"	"10.43"	"10.90"	"11.05"	"10.64"	"10.39"	"Tery_4616"	"gene4660"	"CDS"	7095389	7096027	"-"	"CP000393.1"	"GTP cyclohydrolase"	"PFAM: GTP cyclohydrolase I~KEGG: ava:Ava_1949 GTP cyclohydrolase I"	"InterPro:IPR001474,NCBI_GP:ABG53589.1"
"Tery_4617"	1452	3349	2535	2640	6452	3500	1959	"   398.21"	"   515.17"	"   464.49"	"   869.79"	"  1171.86"	"   626.99"	"   552.21"	" 8.64"	" 9.01"	" 8.86"	" 9.77"	"10.20"	" 9.29"	" 9.11"	"Tery_4617"	"gene4661"	"CDS"	7096147	7097130	"-"	"CP000393.1"	"cobalamin synthesis protein%2C P47K"	"PFAM: cobalamin synthesis protein%2C P47K  cobalamin synthesis CobW-like~KEGG: ana:all4722 hypothetical protein"	"InterPro:IPR003495,InterPro:IPR011629,NCBI_GP:ABG53590.1"
"Tery_4618"	77	154	105	48	114	111	72	"    21.12"	"    23.69"	"    19.24"	"    15.81"	"    20.71"	"    19.88"	"    20.30"	" 4.47"	" 4.63"	" 4.34"	" 4.07"	" 4.44"	" 4.38"	" 4.41"	"Tery_4618"	"gene4662"	"CDS"	7097893	7098228	"-"	"CP000393.1"	"cytochrome c%2C class I"	"PFAM: cytochrome c%2C class I~KEGG: ana:all0161 cytochrome c6"	"InterPro:IPR003088,InterPro:IPR008168,InterPro:IPR009056,NCBI_GP:ABG53591.1"
"Tery_4619"	69	167	121	74	136	80	57	"    18.92"	"    25.69"	"    22.17"	"    24.38"	"    24.70"	"    14.33"	"    16.07"	" 4.32"	" 4.74"	" 4.53"	" 4.67"	" 4.68"	" 3.94"	" 4.09"	"Tery_4619"	"gene4663"	"CDS"	7098413	7098913	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:alr0763 hypothetical protein"	"NCBI_GP:ABG53592.1"
"Tery_4620"	135	294	258	111	250	194	159	"    37.02"	"    45.23"	"    47.27"	"    36.57"	"    45.41"	"    34.75"	"    44.82"	" 5.25"	" 5.53"	" 5.59"	" 5.23"	" 5.54"	" 5.16"	" 5.52"	"Tery_4620"	"gene4664"	"CDS"	7099417	7100196	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:all5037 hypothetical protein"	"NCBI_GP:ABG53593.1"
"Tery_4621"	435	843	711	247	436	768	449	"   119.30"	"   129.68"	"   130.28"	"    81.38"	"    79.19"	"   137.58"	"   126.57"	" 6.91"	" 7.03"	" 7.04"	" 6.36"	" 6.33"	" 7.11"	" 7.00"	"Tery_4621"	"gene4665"	"CDS"	7100809	7101771	"-"	"CP000393.1"	"hydroxymethylbilane synthase"	"TIGRFAM: porphobilinogen deaminase~PFAM: Porphobilinogen deaminase~KEGG: ava:Ava_4774 porphobilinogen deaminase"	"InterPro:IPR000860,NCBI_GP:ABG53594.1"
"Tery_4623"	124	206	224	78	160	176	163	"    34.01"	"    31.69"	"    41.04"	"    25.70"	"    29.06"	"    31.53"	"    45.95"	" 5.13"	" 5.03"	" 5.39"	" 4.74"	" 4.91"	" 5.02"	" 5.55"	"Tery_4623"	"gene4667"	"CDS"	7103138	7103908	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: mlo:mll6647 hypothetical protein"	"NCBI_GP:ABG53595.1"
"Tery_4624"	115	216	166	93	158	245	182	"    31.54"	"    33.23"	"    30.42"	"    30.64"	"    28.70"	"    43.89"	"    51.30"	" 5.02"	" 5.10"	" 4.97"	" 4.98"	" 4.89"	" 5.49"	" 5.71"	"Tery_4624"	"gene4668"	"CDS"	7104047	7107124	"+"	"CP000393.1"	"Alpha-glucosidase"	"PFAM: glycoside hydrolase%2C family 31~KEGG: lac:LBA1812 alpha-glucosidase II"	"InterPro:IPR000322,NCBI_GP:ABG53596.1"
"Tery_4625"	194	297	318	156	213	186	205	"    53.20"	"    45.69"	"    58.27"	"    51.40"	"    38.69"	"    33.32"	"    57.79"	" 5.76"	" 5.54"	" 5.89"	" 5.71"	" 5.31"	" 5.10"	" 5.88"	"Tery_4625"	"gene4669"	"CDS"	7107744	7112276	"+"	"CP000393.1"	"WD-40 repeat"	"PFAM: WD-40 repeat peptidase C14%2C caspase catalytic subunit p20~KEGG: mba:Mbar_A2862 WD40-repeat containing protein"	"InterPro:IPR001680,InterPro:IPR001687,InterPro:IPR011600,NCBI_GP:ABG53597.1"
"Tery_4626"	25	41	18	27	21	47	14	"     6.86"	"     6.31"	"     3.30"	"     8.90"	"     3.81"	"     8.42"	"     3.95"	" 2.97"	" 2.87"	" 2.10"	" 3.31"	" 2.27"	" 3.24"	" 2.31"	"Tery_4626"	"gene4670"	"CDS"	7112497	7113855	"-"	"CP000393.1"	"TPR repeat"	"PFAM: TPR repeat Tetratricopeptide TPR_2~SMART: Tetratricopeptide region~KEGG: ana:all1322 unknown protein"	"InterPro:IPR001440,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG53598.1"
"Tery_4627"	19	59	28	22	32	27	11	"     5.21"	"     9.08"	"     5.13"	"     7.25"	"     5.81"	"     4.84"	"     3.10"	" 2.63"	" 3.33"	" 2.62"	" 3.04"	" 2.77"	" 2.55"	" 2.04"	"Tery_4627"	"gene4671"	"CDS"	7114738	7115364	"+"	"CP000393.1"	"16S rRNA processing protein RimM"	"TIGRFAM: 16S rRNA processing protein RimM~PFAM: RimM protein PRC-barrel~KEGG: ava:Ava_1091 16S rRNA-processing protein"	"InterPro:IPR002676,InterPro:IPR007903,InterPro:IPR011961,NCBI_GP:ABG53599.1"
"Tery_4628"	63	142	117	55	124	130	87	"    17.28"	"    21.84"	"    21.44"	"    18.12"	"    22.52"	"    23.29"	"    24.52"	" 4.19"	" 4.51"	" 4.49"	" 4.26"	" 4.56"	" 4.60"	" 4.67"	"Tery_4628"	"gene4672"	"CDS"	7115786	7116241	"-"	"CP000393.1"	"conserved hypothetical protein"	"TIGRFAM: conserved hypothetical protein~KEGG: ana:alr0614 hypothetical protein"	"InterPro:IPR013481,NCBI_GP:ABG53600.1"
"Tery_4630"	277	613	435	269	415	588	257	"    75.97"	"    94.30"	"    79.71"	"    88.63"	"    75.38"	"   105.33"	"    72.44"	" 6.27"	" 6.57"	" 6.33"	" 6.49"	" 6.26"	" 6.73"	" 6.20"	"Tery_4630"	"gene4674"	"CDS"	7118189	7119121	"+"	"CP000393.1"	"NAD-dependent epimerase/dehydratase"	"PFAM: NAD-dependent epimerase/dehydratase 3-beta hydroxysteroid dehydrogenase/isomerase~KEGG: ava:Ava_2101 3-beta hydroxysteroid dehydrogenase/isomerase"	"InterPro:IPR001509,InterPro:IPR002225,NCBI_GP:ABG53602.1"
"Tery_4631"	5	11	8	6	9	5	11	"     1.37"	"     1.69"	"     1.47"	"     1.98"	"     1.63"	"     0.90"	"     3.10"	" 1.25"	" 1.43"	" 1.30"	" 1.57"	" 1.40"	" 0.92"	" 2.04"	"Tery_4631"	"gene4675"	"CDS"	7119184	7119441	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG53603.1"
"Tery_4632"	3	6	1	3	7	0	3	"     0.82"	"     0.92"	"     0.18"	"     0.99"	"     1.27"	"     0.00"	"     0.85"	" 0.87"	" 0.94"	" 0.24"	" 0.99"	" 1.18"	" 0.00"	" 0.88"	"Tery_4632"	"gene4676"	"CDS"	7120340	7120807	"-"	"CP000393.1"	"peptidase U61%2C LD-carboxypeptidase A"	"PFAM: peptidase U61%2C LD-carboxypeptidase A~KEGG: ana:alr3273 hypothetical protein"	"InterPro:IPR003507,NCBI_GP:ABG53604.1"
"Tery_4633"	212	569	420	211	400	466	231	"    58.14"	"    87.53"	"    76.96"	"    69.52"	"    72.65"	"    83.48"	"    65.12"	" 5.89"	" 6.47"	" 6.28"	" 6.14"	" 6.20"	" 6.40"	" 6.05"	"Tery_4633"	"gene4677"	"CDS"	7123026	7123745	"-"	"CP000393.1"	"phosphoribosylglycinamide formyltransferase"	"TIGRFAM: phosphoribosylglycinamide formyltransferase~PFAM: formyl transferase-like~KEGG: ava:Ava_0564 phosphoribosylglycinamide formyltransferase"	"InterPro:IPR001555,InterPro:IPR002376,InterPro:IPR004607,NCBI_GP:ABG53605.1"
"Tery_4634"	61	116	98	56	76	109	61	"    16.73"	"    17.84"	"    17.96"	"    18.45"	"    13.80"	"    19.53"	"    17.20"	" 4.15"	" 4.24"	" 4.24"	" 4.28"	" 3.89"	" 4.36"	" 4.19"	"Tery_4634"	"gene4678"	"CDS"	7124147	7124767	"-"	"CP000393.1"	"GCN5-related N-acetyltransferase"	"PFAM: GCN5-related N-acetyltransferase~KEGG: tte:TTE1540 acetyltransferase%2C including N-acetylase of ribosomal proteins"	"InterPro:IPR000182,NCBI_GP:ABG53606.1"
"Tery_4635"	731	1211	877	817	816	2004	685	"   200.48"	"   186.29"	"   160.69"	"   269.17"	"   148.21"	"   359.00"	"   193.09"	" 7.65"	" 7.55"	" 7.34"	" 8.08"	" 7.22"	" 8.49"	" 7.60"	"Tery_4635"	"gene4679"	"CDS"	7125754	7128564	"-"	"CP000393.1"	"protein translocase subunit secA"	"TIGRFAM: preprotein translocase%2C SecA subunit~PFAM: SecA DEAD-like SecA Wing and Scaffold  SecA preprotein cross-linking region~KEGG: ava:Ava_2124 translocase"	"InterPro:IPR000185,InterPro:IPR011115,InterPro:IPR011116,InterPro:IPR011130,NCBI_GP:ABG53607.1"
