""	"baseMean"	"baseMean_LFe"	"baseMean_HFe"	"baseMean_MFe"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"LFe_d5_rep3_RAW"	"LFe_d7_rep1_RAW"	"LFe_d7_rep2_RAW"	"LFe_d7_rep3_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"MFe_d5_rep3_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"LFe_d5_rep3_CPM"	"LFe_d7_rep1_CPM"	"LFe_d7_rep2_CPM"	"LFe_d7_rep3_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"MFe_d5_rep3_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"LFe_d5_rep3_logCPM"	"LFe_d7_rep1_logCPM"	"LFe_d7_rep2_logCPM"	"LFe_d7_rep3_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"	"MFe_d5_rep3_logCPM"	"locus_tag"	"geneID"	"feature"	"start"	"end"	"strand"	"seqname"	"product"	"note"	"dbxref"
"Tery_0075"	249.642855170683	272.427896988198	240.199687454972	213.515939251365	-0.179033537133747	0.310321000999667	-0.576930135430761	0.563986652173494	0.781090017673673	164	277	323	163	197	253	382	325	323	301	117	196	"    45.44"	"    43.34"	"    60.02"	"    54.62"	"    33.60"	"    46.63"	"    72.76"	"    46.74"	"    84.36"	"    54.80"	"    21.52"	"    55.93"	" 5.54"	" 5.47"	" 5.93"	" 5.80"	" 5.11"	" 5.57"	" 6.20"	" 5.58"	" 6.42"	" 5.80"	" 4.49"	" 5.83"	"Tery_0075"	"gene74"	"CDS"	105037	105312	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: gvi:gll3036 hypothetical protein"	"NCBI_GP:ABG49583.1"
"Tery_0115"	202.867906043114	207.309213088245	193.343546015765	203.509651980199	-0.105760178702618	0.182509158527888	-0.579478748111466	0.562266182287078	0.781090017673673	163	230	208	143	197	265	250	318	130	279	229	117	"    45.16"	"    35.99"	"    38.65"	"    47.91"	"    33.60"	"    48.85"	"    47.62"	"    45.73"	"    33.95"	"    50.79"	"    42.11"	"    33.39"	" 5.53"	" 5.21"	" 5.31"	" 5.61"	" 5.11"	" 5.64"	" 5.60"	" 5.55"	" 5.13"	" 5.69"	" 5.43"	" 5.10"	"Tery_0115"	"gene114"	"CDS"	155085	157763	"-"	"CP000393.1"	"glycosyl transferase%2C family 2"	"PFAM: glycosyl transferase%2C family 2 glycosyl transferase%2C group 1 TPR repeat Tetratricopeptide TPR_3 Tetratricopeptide TPR_2~SMART: Tetratricopeptide region~KEGG: gox:GOX0593 glycosyltransferase"	"InterPro:IPR001173,InterPro:IPR001296,InterPro:IPR001440,InterPro:IPR011716,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG49612.1"
"Tery_0516"	397.4408984048	405.916847647792	372.260417596666	405.669480726951	-0.123751857496176	0.214586442355101	-0.576699329827138	0.564142585237995	0.781090017673673	287	492	399	329	604	552	311	502	221	485	433	293	"    79.52"	"    76.98"	"    74.15"	"   110.24"	"   103.01"	"   101.75"	"    59.23"	"    72.19"	"    57.72"	"    88.30"	"    79.63"	"    83.61"	" 6.33"	" 6.29"	" 6.23"	" 6.80"	" 6.70"	" 6.68"	" 5.91"	" 6.19"	" 5.88"	" 6.48"	" 6.33"	" 6.40"	"Tery_0516"	"gene520"	"CDS"	818923	820263	"+"	"CP000393.1"	"flavin-containing monooxygenase FMO"	"PFAM: flavin-containing monooxygenase FMO~KEGG: pub:SAR11_1296 putative flavin-containing monooxygenase"	"InterPro:IPR000960,NCBI_GP:ABG49969.1"
"Tery_R0006"	545.745562900883	451.748192804428	335.439087845628	944.046778149049	-0.429581720026134	0.743123098278424	-0.578076123621155	0.563212726166568	0.781090017673673	336	154	488	345	212	494	536	416	600	431	237	1612	"    93.10"	"    24.10"	"    90.69"	"   115.60"	"    36.16"	"    91.06"	"   102.09"	"    59.82"	"   156.71"	"    78.47"	"    43.58"	"   459.99"	" 6.56"	" 4.65"	" 6.52"	" 6.87"	" 5.22"	" 6.52"	" 6.69"	" 5.93"	" 7.30"	" 6.31"	" 5.48"	" 8.85"	"Tery_R0006"	"gene558"	"tRNA"	869671	869743	"-"	"CP000393.1"	"tRNA-Phe"	NA	NA
"Tery_0619"	619.212123416652	645.371705968404	609.192124584253	576.912957145547	-0.0869613503835626	0.150173313488063	-0.579073261178825	0.562539741184505	0.781090017673673	535	698	646	378	657	741	721	1013	550	743	528	439	"   148.24"	"   109.22"	"   120.05"	"   126.66"	"   112.05"	"   136.58"	"   137.33"	"   145.68"	"   143.65"	"   135.27"	"    97.10"	"   125.27"	" 7.22"	" 6.78"	" 6.92"	" 7.00"	" 6.82"	" 7.10"	" 7.11"	" 7.20"	" 7.18"	" 7.09"	" 6.62"	" 6.98"	"Tery_0619"	"gene624"	"CDS"	1004527	1006728	"+"	"CP000393.1"	"protein serine/threonine phosphatase"	"PFAM: protein phosphatase 2C-like~KEGG: ava:Ava_0354 protein serine/threonine phosphatase"	"InterPro:IPR001932,NCBI_GP:ABG50062.1"
"Tery_0775"	166.137414978716	185.165328515951	159.540425226783	134.678577656179	-0.215816416819393	0.375052090837108	-0.575430512432808	0.565000173210757	0.781090017673673	152	143	185	109	103	191	286	182	231	153	72	148	"    42.12"	"    22.38"	"    34.38"	"    36.52"	"    17.57"	"    35.21"	"    54.47"	"    26.17"	"    60.33"	"    27.85"	"    13.24"	"    42.23"	" 5.43"	" 4.55"	" 5.14"	" 5.23"	" 4.21"	" 5.18"	" 5.79"	" 4.76"	" 5.94"	" 4.85"	" 3.83"	" 5.43"	"Tery_0775"	"gene781"	"CDS"	1239818	1240066	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG50199.1"
"Tery_1469"	92.0600078623811	98.2163478496509	92.2197505558221	79.5875851944006	-0.0937988166586778	0.16271365448304	-0.576465552056387	0.564300547468449	0.781090017673673	71	129	93	49	115	111	112	135	95	95	89	55	"    19.67"	"    20.19"	"    17.28"	"    16.42"	"    19.61"	"    20.46"	"    21.33"	"    19.41"	"    24.81"	"    17.30"	"    16.37"	"    15.69"	" 4.37"	" 4.40"	" 4.19"	" 4.12"	" 4.37"	" 4.42"	" 4.48"	" 4.35"	" 4.69"	" 4.19"	" 4.12"	" 4.06"	"Tery_1469"	"gene1477"	"CDS"	2227883	2228242	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:all0311 unknown protein"	"NCBI_GP:ABG50759.1"
"Tery_1496"	1480.48019533056	1516.80046024	1423.33702936981	1464.98283147244	-0.0928944919573562	0.160812340026333	-0.577657734115086	0.563495219903474	0.781090017673673	1285	1750	1357	1092	1873	1591	1583	2388	1000	1690	1931	863	"   356.04"	"   273.83"	"   252.17"	"   365.89"	"   319.44"	"   293.26"	"   301.51"	"   343.41"	"   261.18"	"   307.68"	"   355.10"	"   246.26"	" 8.48"	" 8.10"	" 7.98"	" 8.52"	" 8.32"	" 8.20"	" 8.24"	" 8.43"	" 8.03"	" 8.27"	" 8.48"	" 7.95"	"Tery_1496"	"gene1504"	"CDS"	2272168	2275125	"-"	"CP000393.1"	"Chromosome segregation ATPase-like protein"	"KEGG: lma:LmjF16.1460 kinesin%2C putative"	"NCBI_GP:ABG50783.1"
"Tery_1512"	882.551300718729	901.90978328278	862.915188110537	863.47044819882	-0.0661699897125043	0.115000166141195	-0.575390383621379	0.565027306317174	0.781090017673673	743	1091	851	606	987	971	1001	1402	682	1019	939	621	"   205.87"	"   170.71"	"   158.14"	"   203.05"	"   168.33"	"   178.98"	"   190.66"	"   201.62"	"   178.12"	"   185.52"	"   172.67"	"   177.20"	" 7.69"	" 7.42"	" 7.31"	" 7.67"	" 7.40"	" 7.49"	" 7.58"	" 7.66"	" 7.48"	" 7.54"	" 7.44"	" 7.48"	"Tery_1512"	"gene1520"	"CDS"	2297560	2298819	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: ava:Ava_0548 hypothetical protein"	"NCBI_GP:ABG50797.1"
"Tery_1535"	110.09869455853	114.027876202259	105.565749222917	106.773276606686	-0.118970979048464	0.205627513134281	-0.578575197623345	0.562875844159611	0.781090017673673	85	125	120	53	121	133	161	139	108	132	91	89	"    23.55"	"    19.56"	"    22.30"	"    17.76"	"    20.64"	"    24.52"	"    30.66"	"    19.99"	"    28.21"	"    24.03"	"    16.73"	"    25.40"	" 4.62"	" 4.36"	" 4.54"	" 4.23"	" 4.44"	" 4.67"	" 4.98"	" 4.39"	" 4.87"	" 4.65"	" 4.15"	" 4.72"	"Tery_1535"	"gene1543"	"CDS"	2329093	2329341	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG50816.1"
"Tery_2077"	67.7799471212018	65.40508356684	72.0637946214948	68.2458267296324	0.124660142313972	0.21602423402544	0.577065544874431	0.56389517874807	0.781090017673673	68	89	64	49	97	59	70	95	40	64	86	52	"    18.84"	"    13.93"	"    11.89"	"    16.42"	"    16.54"	"    10.88"	"    13.33"	"    13.66"	"    10.45"	"    11.65"	"    15.81"	"    14.84"	" 4.31"	" 3.90"	" 3.69"	" 4.12"	" 4.13"	" 3.57"	" 3.84"	" 3.87"	" 3.52"	" 3.66"	" 4.07"	" 3.99"	"Tery_2077"	"gene2093"	"CDS"	3243857	3245767	"-"	"CP000393.1"	"protein of unknown function DUF323"	"PFAM: protein of unknown function DUF323  peptidase C14%2C caspase catalytic subunit p20~KEGG: ana:all3226 hypothetical protein"	"InterPro:IPR005532,InterPro:IPR011600,NCBI_GP:ABG51318.1"
"Tery_2357"	61.5247880577024	57.1376413592203	62.3278442061864	69.4960253061825	0.123227166330937	0.213930980479501	0.576013656622985	0.564605950833708	0.781090017673673	35	85	84	22	77	69	75	80	46	69	79	56	"     9.70"	"    13.30"	"    15.61"	"     7.37"	"    13.13"	"    12.72"	"    14.28"	"    11.50"	"    12.01"	"    12.56"	"    14.53"	"    15.98"	" 3.42"	" 3.84"	" 4.05"	" 3.07"	" 3.82"	" 3.78"	" 3.93"	" 3.64"	" 3.70"	" 3.76"	" 3.96"	" 4.09"	"Tery_2357"	"gene2377"	"CDS"	3643590	3643964	"-"	"CP000393.1"	"protein of unknown function DUF433"	"PFAM: protein of unknown function DUF433~KEGG: ana:alr1892 hypothetical protein"	"InterPro:IPR007367,InterPro:IPR011570,NCBI_GP:ABG51577.1"
"Tery_2505"	641.299239406323	638.484661870177	679.670276559465	608.557357325472	0.0858800217918463	0.149093967221866	0.576012721319897	0.564606583019727	0.781090017673673	601	770	722	397	800	627	758	1014	453	636	818	390	"   166.52"	"   120.48"	"   134.17"	"   133.02"	"   136.44"	"   115.57"	"   144.37"	"   145.82"	"   118.31"	"   115.79"	"   150.42"	"   111.29"	" 7.39"	" 6.92"	" 7.08"	" 7.07"	" 7.10"	" 6.87"	" 7.18"	" 7.20"	" 6.90"	" 6.87"	" 7.24"	" 6.81"	"Tery_2505"	"gene2527"	"CDS"	3866500	3868455	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: ava:Ava_1782 hypothetical protein"	"NCBI_GP:ABG51712.1"
"Tery_2584"	89.0571772460632	95.3344333246172	87.20292368886	78.3569186461586	-0.118400380771584	0.204868481567108	-0.577933608263698	0.563308943892293	0.781090017673673	61	128	92	48	99	124	109	106	102	97	75	60	"    16.90"	"    20.03"	"    17.10"	"    16.08"	"    16.88"	"    22.86"	"    20.76"	"    15.24"	"    26.64"	"    17.66"	"    13.79"	"    17.12"	" 4.16"	" 4.39"	" 4.18"	" 4.09"	" 4.16"	" 4.58"	" 4.44"	" 4.02"	" 4.79"	" 4.22"	" 3.89"	" 4.18"	"Tery_2584"	"gene2605"	"CDS"	3984008	3984250	"+"	"CP000393.1"	"thiamine biosynthesis protein ThiS"	"TIGRFAM: thiamine biosynthesis protein ThiS~PFAM: thiamineS~KEGG: ava:Ava_5046 hypothetical protein"	"InterPro:IPR003749,InterPro:IPR010035,NCBI_GP:ABG51781.1"
"Tery_3213"	287.182457838721	291.409053002935	279.368345708507	286.543379640504	-0.0612209805069633	0.105645440285295	-0.579494773665918	0.562255372079912	0.781090017673673	222	364	294	195	356	313	315	409	228	321	324	209	"    61.51"	"    56.96"	"    54.63"	"    65.34"	"    60.72"	"    57.69"	"    60.00"	"    58.82"	"    59.55"	"    58.44"	"    59.58"	"    59.64"	" 5.97"	" 5.86"	" 5.80"	" 6.05"	" 5.95"	" 5.88"	" 5.93"	" 5.90"	" 5.92"	" 5.89"	" 5.92"	" 5.92"	"Tery_3213"	"gene3241"	"CDS"	4913653	4917567	"+"	"CP000393.1"	"WD-40 repeat"	"PFAM: WD-40 repeat~KEGG: ava:Ava_2971 WD-40 repeat"	"InterPro:IPR001680,NCBI_GP:ABG52332.1"
"Tery_3510"	1114.49730009316	1139.48832719549	1048.43714753038	1130.57539845126	-0.121312772679612	0.210382275047487	-0.576630196874854	0.56418929573982	0.781090017673673	990	1371	866	848	1624	1129	1121	1798	668	1133	1611	697	"   274.31"	"   214.53"	"   160.93"	"   284.14"	"   276.98"	"   208.10"	"   213.51"	"   258.57"	"   174.47"	"   206.27"	"   296.25"	"   198.89"	" 8.10"	" 7.75"	" 7.34"	" 8.16"	" 8.12"	" 7.71"	" 7.74"	" 8.02"	" 7.46"	" 7.70"	" 8.22"	" 7.64"	"Tery_3510"	"gene3540"	"CDS"	5408697	5409788	"+"	"CP000393.1"	"serine/threonine protein kinase"	"PFAM: protein kinase~SMART: Serine/threonine protein kinase~KEGG: tfu:Tfu_0601 serine/threonine protein kinase"	"InterPro:IPR000719,InterPro:IPR002290,InterPro:IPR008271,NCBI_GP:ABG52600.1"
"Tery_3519"	99.5036172974782	100.737771706143	108.267035999023	88.2718897786049	0.0983487813822429	0.169795153425649	0.579220192084624	0.562440607862709	0.781090017673673	89	131	118	69	132	99	108	147	75	126	94	51	"    24.66"	"    20.50"	"    21.93"	"    23.12"	"    22.51"	"    18.25"	"    20.57"	"    21.14"	"    19.59"	"    22.94"	"    17.29"	"    14.55"	" 4.68"	" 4.43"	" 4.52"	" 4.59"	" 4.56"	" 4.27"	" 4.43"	" 4.47"	" 4.36"	" 4.58"	" 4.19"	" 3.96"	"Tery_3519"	"gene3549"	"CDS"	5422333	5423190	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:alr1959 hypothetical protein"	"NCBI_GP:ABG52609.1"
"Tery_3582"	44.0511601031557	42.3474250909927	46.4581908537548	45.0515993768825	0.136941906276985	0.235985863791973	0.580297074055683	0.561714300231412	0.781090017673673	37	46	61	27	42	38	54	55	43	60	46	30	"    10.25"	"     7.20"	"    11.34"	"     9.05"	"     7.16"	"     7.00"	"    10.29"	"     7.91"	"    11.23"	"    10.92"	"     8.46"	"     8.56"	" 3.49"	" 3.04"	" 3.62"	" 3.33"	" 3.03"	" 3.00"	" 3.50"	" 3.16"	" 3.61"	" 3.58"	" 3.24"	" 3.26"	"Tery_3582"	"gene3613"	"CDS"	5509650	5510867	"-"	"CP000393.1"	"McrBC 5-methylcytosine restriction system component-like"	"KEGG: hhe:HH1442 hypothetical protein"	"NCBI_GP:ABG52663.1"
"Tery_3712"	75.7805144430311	72.4438138768354	78.2707251906877	79.9637048277658	0.108995885948999	0.188279056913933	0.578906054319276	0.562652564821001	0.781090017673673	59	95	93	37	90	68	71	110	78	96	83	59	"    16.35"	"    14.86"	"    17.28"	"    12.40"	"    15.35"	"    12.53"	"    13.52"	"    15.82"	"    20.37"	"    17.48"	"    15.26"	"    16.84"	" 4.12"	" 3.99"	" 4.19"	" 3.74"	" 4.03"	" 3.76"	" 3.86"	" 4.07"	" 4.42"	" 4.21"	" 4.02"	" 4.16"	"Tery_3712"	"gene3746"	"CDS"	5702511	5702855	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG52771.1"
"Tery_4333"	160.188858635126	167.797679444017	157.733016709368	147.427058943104	-0.0926651882471505	0.160708657823191	-0.576603585035843	0.564207276841869	0.781090017673673	131	167	190	121	181	189	172	247	130	196	148	100	"    36.30"	"    26.13"	"    35.31"	"    40.54"	"    30.87"	"    34.84"	"    32.76"	"    35.52"	"    33.95"	"    35.68"	"    27.22"	"    28.54"	" 5.22"	" 4.76"	" 5.18"	" 5.38"	" 4.99"	" 5.16"	" 5.08"	" 5.19"	" 5.13"	" 5.20"	" 4.82"	" 4.88"	"Tery_4333"	"gene4375"	"CDS"	6679384	6680361	"-"	"CP000393.1"	"transcriptional regulator%2C LysR family"	"PFAM: regulatory protein%2C LysR LysR%2C substrate-binding~KEGG: ava:Ava_4535 transcriptional regulator%2C LysR family"	"InterPro:IPR000847,InterPro:IPR005119,NCBI_GP:ABG53325.1"
"Tery_4488"	230.568564283479	241.534335314678	226.155475288725	213.050111215833	-0.0944539459084527	0.164060623798141	-0.575725873288573	0.564800484168969	0.781090017673673	143	331	262	105	291	319	283	336	208	262	220	154	"    39.62"	"    51.79"	"    48.69"	"    35.18"	"    49.63"	"    58.80"	"    53.90"	"    48.32"	"    54.33"	"    47.70"	"    40.46"	"    43.94"	" 5.34"	" 5.72"	" 5.63"	" 5.18"	" 5.66"	" 5.90"	" 5.78"	" 5.62"	" 5.79"	" 5.61"	" 5.37"	" 5.49"	"Tery_4488"	"gene4531"	"CDS"	6927382	6927819	"+"	"CP000393.1"	"Glyoxalase/bleomycin resistance protein/dioxygenase"	"PFAM: Glyoxalase/bleomycin resistance protein/dioxygenase~KEGG: ava:Ava_3679 glyoxalase/bleomycin resistance protein/dioxygenase"	"InterPro:IPR004360,NCBI_GP:ABG53474.1"
"Tery_4709"	597.678007753336	563.722055477489	598.672783830239	664.595136228129	0.0862474665385302	0.14911038652538	0.578413540118147	0.562984954613874	0.781090017673673	404	864	666	348	764	628	573	963	345	674	824	483	"   111.94"	"   135.19"	"   123.76"	"   116.60"	"   130.30"	"   115.76"	"   109.14"	"   138.49"	"    90.11"	"   122.71"	"   151.53"	"   137.82"	" 6.82"	" 7.09"	" 6.96"	" 6.88"	" 7.04"	" 6.87"	" 6.78"	" 7.12"	" 6.51"	" 6.95"	" 7.25"	" 7.12"	"Tery_4709"	"gene4753"	"CDS"	7231455	7231844	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:alr3414 hypothetical protein"	"NCBI_GP:ABG53672.1"
"Tery_0752"	102.979088504024	94.961774403425	103.936965293206	118.05583991604	0.131969533074452	0.229643612984215	0.574671036392045	0.565513799383345	0.781493803204211	93	127	101	87	130	105	84	125	51	128	163	70	"    25.77"	"    19.87"	"    18.77"	"    29.15"	"    22.17"	"    19.35"	"    16.00"	"    17.98"	"    13.32"	"    23.30"	"    29.97"	"    19.97"	" 4.74"	" 4.38"	" 4.31"	" 4.91"	" 4.53"	" 4.35"	" 4.09"	" 4.25"	" 3.84"	" 4.60"	" 4.95"	" 4.39"	"Tery_0752"	"gene757"	"CDS"	1210324	1212036	"+"	"CP000393.1"	"urease%2C alpha subunit"	"KEGG: ava:Ava_3618 urease%2C alpha subunit~TIGRFAM: urease%2C alpha subunit~PFAM: amidohydrolase  Urease alpha-subunit-like"	"InterPro:IPR005848,InterPro:IPR006680,InterPro:IPR011612,NCBI_GP:ABG50181.1"
"Tery_1824"	1259.07168328654	1259.46712450475	1187.35766055301	1329.99482358362	-0.0828142266841706	0.144205478402289	-0.574279338078575	0.565778788752211	0.78159131642058	705	1811	1382	682	1591	1461	1264	1675	1202	1530	1524	932	"   195.34"	"   283.37"	"   256.82"	"   228.52"	"   271.35"	"   269.30"	"   240.75"	"   240.88"	"   313.94"	"   278.55"	"   280.25"	"   265.95"	" 7.62"	" 8.15"	" 8.01"	" 7.84"	" 8.09"	" 8.08"	" 7.92"	" 7.92"	" 8.30"	" 8.13"	" 8.14"	" 8.06"	"Tery_1824"	"gene1835"	"CDS"	2785682	2786209	"-"	"CP000393.1"	"protein of unknown function DUF1499"	"PFAM: protein of unknown function DUF1499~KEGG: ana:all1003 hypothetical protein"	"InterPro:IPR010865,NCBI_GP:ABG51081.1"
"Tery_1103"	55.2534161203842	48.5401830817945	54.158219594942	69.7750787230059	0.146747003192324	0.25601929889589	0.573187270745551	0.566517902238408	0.782074851304395	43	73	55	32	68	45	52	85	29	46	87	66	"    11.91"	"    11.42"	"    10.22"	"    10.72"	"    11.60"	"     8.29"	"     9.90"	"    12.22"	"     7.57"	"     8.37"	"    16.00"	"    18.83"	" 3.69"	" 3.63"	" 3.49"	" 3.55"	" 3.66"	" 3.22"	" 3.45"	" 3.73"	" 3.10"	" 3.23"	" 4.09"	" 4.31"	"Tery_1103"	"gene1109"	"CDS"	1736814	1737599	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: ana:all1467 unknown protein"	"NCBI_GP:ABG50468.1"
"Tery_3382"	304.937202100208	299.311641635046	324.429654678277	296.695870452464	0.115002575651841	0.200626951529641	0.573215985065948	0.566498462398553	0.782074851304395	268	366	374	152	299	347	384	342	321	396	270	218	"    74.26"	"    57.27"	"    69.50"	"    50.93"	"    51.00"	"    63.96"	"    73.14"	"    49.18"	"    83.84"	"    72.10"	"    49.65"	"    62.21"	" 6.23"	" 5.86"	" 6.14"	" 5.70"	" 5.70"	" 6.02"	" 6.21"	" 5.65"	" 6.41"	" 6.19"	" 5.66"	" 5.98"	"Tery_3382"	"gene3411"	"CDS"	5186300	5187079	"+"	"CP000393.1"	"septum site-determining protein MinC"	"PFAM: Septum formation inhibitor MinC~KEGG: ava:Ava_3477 septum formation inhibitor"	"InterPro:IPR005526,NCBI_GP:ABG52483.1"
"Tery_1034"	12.305520352815	13.9423943548472	11.8740826094856	9.46321009208014	-0.203675208029304	0.356650758369984	-0.571077456725927	0.567947139049151	0.783646335949173	6	15	18	8	18	15	19	18	10	10	8	9	"     1.66"	"     2.35"	"     3.34"	"     2.68"	"     3.07"	"     2.76"	"     3.62"	"     2.59"	"     2.61"	"     1.82"	"     1.47"	"     2.57"	" 1.41"	" 1.74"	" 2.12"	" 1.88"	" 2.03"	" 1.91"	" 2.21"	" 1.84"	" 1.85"	" 1.50"	" 1.31"	" 1.84"	"Tery_1034"	"gene1040"	"CDS"	1615167	1615469	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:alr3496 unknown protein"	"NCBI_GP:ABG50406.1"
"Tery_3240"	280.651863754125	282.657897884302	297.707712457796	259.583946790099	0.0699254889785499	0.12247615978441	0.570931429444203	0.568046125113406	0.783646335949173	225	398	322	152	318	313	309	461	242	293	317	173	"    62.34"	"    62.28"	"    59.84"	"    50.93"	"    54.24"	"    57.69"	"    58.85"	"    66.30"	"    63.21"	"    53.34"	"    58.29"	"    49.37"	" 5.99"	" 5.98"	" 5.93"	" 5.70"	" 5.79"	" 5.88"	" 5.90"	" 6.07"	" 6.00"	" 5.76"	" 5.89"	" 5.65"	"Tery_3240"	"gene3268"	"CDS"	4962813	4963391	"-"	"CP000393.1"	"Phycobilisome protein"	"PFAM: Phycobilisome protein~KEGG: gvi:gll1254 similar to allophycocyanin alpha chain"	"InterPro:IPR001659,NCBI_GP:ABG52355.1"
"Tery_0494"	463.708946360015	484.261352768091	458.870352781027	427.442727122851	-0.0799105173836964	0.140508484239745	-0.568723787862857	0.569543601895407	0.784039660994682	409	561	448	346	557	490	536	688	381	543	498	262	"   113.32"	"    87.78"	"    83.25"	"   115.93"	"    95.00"	"    90.32"	"   102.09"	"    98.94"	"    99.51"	"    98.86"	"    91.58"	"    74.76"	" 6.84"	" 6.47"	" 6.40"	" 6.87"	" 6.58"	" 6.51"	" 6.69"	" 6.64"	" 6.65"	" 6.64"	" 6.53"	" 6.24"	"Tery_0494"	"gene498"	"CDS"	791975	793528	"+"	"CP000393.1"	"FAD dependent oxidoreductase"	"PFAM: FAD dependent oxidoreductase~KEGG: ana:alr0920 hypothetical protein"	"InterPro:IPR006076,NCBI_GP:ABG49950.1"
"Tery_2171"	19.1836923046164	20.7005321568966	17.6210681050736	17.7126367995988	-0.246918306603009	0.434158954279652	-0.568727891407172	0.569540816652263	0.784039660994682	13	23	20	3	29	32	11	29	29	31	12	11	"     3.60"	"     3.60"	"     3.72"	"     1.01"	"     4.95"	"     5.90"	"     2.10"	"     4.17"	"     7.57"	"     5.64"	"     2.21"	"     3.14"	" 2.20"	" 2.20"	" 2.24"	" 1.00"	" 2.57"	" 2.79"	" 1.63"	" 2.37"	" 3.10"	" 2.73"	" 1.68"	" 2.05"	"Tery_2171"	"gene2190"	"CDS"	3393612	3393905	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG51403.1"
"Tery_2449"	45.0628306647357	41.8890270323994	46.1444703588655	50.3287982352786	0.1366788622455	0.239705109654757	0.570195864586936	0.568544860621759	0.784039660994682	26	63	62	16	65	58	36	60	36	59	57	35	"     7.20"	"     9.86"	"    11.52"	"     5.36"	"    11.09"	"    10.69"	"     6.86"	"     8.63"	"     9.40"	"    10.74"	"    10.48"	"     9.99"	" 3.04"	" 3.44"	" 3.65"	" 2.67"	" 3.60"	" 3.55"	" 2.97"	" 3.27"	" 3.38"	" 3.55"	" 3.52"	" 3.46"	"Tery_2449"	"gene2469"	"CDS"	3773152	3774237	"+"	"CP000393.1"	"Alcohol dehydrogenase%2C zinc-binding"	"PFAM: Alcohol dehydrogenase%2C zinc-binding Alcohol dehydrogenase GroES-like~KEGG: ppr:PBPRB1079 hypothetical oxidoreductase protein"	"InterPro:IPR013149,InterPro:IPR013154,NCBI_GP:ABG51661.1"
"Tery_3278"	668.583508883691	671.825177309987	708.464049079943	622.219631834848	0.0754343793125075	0.132940682813603	0.567428854102356	0.570422850838621	0.784039660994682	605	884	716	406	720	814	781	824	608	733	652	464	"   167.63"	"   138.32"	"   133.05"	"   136.04"	"   122.80"	"   150.04"	"   148.75"	"   118.50"	"   158.80"	"   133.45"	"   119.90"	"   132.40"	" 7.40"	" 7.12"	" 7.07"	" 7.10"	" 6.95"	" 7.24"	" 7.23"	" 6.90"	" 7.32"	" 7.07"	" 6.92"	" 7.06"	"Tery_3278"	"gene3306"	"CDS"	5030998	5032506	"+"	"CP000393.1"	"FAD dependent oxidoreductase"	"PFAM: amine oxidase FAD dependent oxidoreductase~KEGG: ava:Ava_2672 amine oxidase"	"InterPro:IPR002937,InterPro:IPR006076,InterPro:IPR008151,NCBI_GP:ABG52390.1"
"Tery_3670"	149.323965154515	144.132189561479	155.685742169628	153.345739325475	0.0983276954681011	0.173193320906178	0.567733761057488	0.570215763415237	0.784039660994682	126	201	162	79	194	151	156	244	103	151	222	94	"    34.91"	"    31.45"	"    30.10"	"    26.47"	"    33.09"	"    27.83"	"    29.71"	"    35.09"	"    26.90"	"    27.49"	"    40.82"	"    26.82"	" 5.17"	" 5.02"	" 4.96"	" 4.78"	" 5.09"	" 4.85"	" 4.94"	" 5.17"	" 4.80"	" 4.83"	" 5.39"	" 4.80"	"Tery_3670"	"gene3703"	"CDS"	5631749	5632354	"+"	"CP000393.1"	"DNA binding domain%2C excisionase family"	"TIGRFAM: DNA binding domain%2C excisionase family~PFAM: regulatory protein%2C MerR Resolvase-like~KEGG: mja:MJ0014 hypothetical protein"	"InterPro:IPR000551,InterPro:IPR006119,InterPro:IPR010093,NCBI_GP:ABG52731.1"
